chr20	26189643	26190511
chr20	26188806	26189375
chr8	82754595	82754802
chr17	7387076	7387729
chr7	44787891	44789078
chr17	40540131	40540875
chr12	7036632	7037229
chr2	133013911	133015889
chr18	112179	112436
chr9	139440305	139442249
chr4	129732195	129733516
chrX	9982829	9984229
chr14	105635012	105635827
chr9	140513766	140513939
chr19	18632348	18633443
chr11	68671138	68672042
chr11	47429696	47430400
chr10	98591667	98593612
chr2	102313550	102314863
chr11	14379798	14380934
chr17	17942136	17942809
chrX	38420605	38420787
chr21	46359501	46360179
chr11	118306648	118307897
chr4	25032303	25032804
chr5	177026447	177027482
chr8	41908466	41910434
chr12	77458828	77459897
chr20	57225967	57226590
chr4	183065446	183066314
chr9	37800596	37800955
chr20	1099048	1099595
chr22	39052154	39052635
chr5	171882014	171882402
chr22	22336971	22337335
chr1	93544556	93544985
chr10	127584211	127585533
chr22	19419097	19420194
chr4	57773673	57775420
chr1	155214352	155214905
chr4	106629720	106630449
chr19	1383418	1384423
chr12	89918359	89919905
chr9	140317182	140318740
chr4	4543578	4544091
chr1	51984669	51985270
chr12	51611769	51612178
chr2	97303754	97304435
chr20	36155892	36156820
chr14	90862976	90863541
chr2	232650840	232651305
chr2	64455409	64455740
chr12	125398555	125399916
chr9	136933029	136933973
chr11	120206446	120207558
chr16	69599454	69600017
chr11	65686252	65688201
chr6	143771770	143772139
chr1	1310345	1310919
chr11	47600092	47600970
chr3	170073856	170076335
chr5	40835290	40835746
chr18	74533783	74535398
chr19	45582324	45582626
chr18	67872617	67873366
chr1	44678978	44679213
chr4	184019305	184021268
chr16	21610657	21611627
chr13	53191419	53191848
chr15	35280277	35280671
chr3	149469973	149470467
chr6	131949252	131949680
chr14	53417262	53418279
chr1	112298032	112298933
chr7	1609443	1610263
chr15	64679868	64680169
chr1	42800046	42801358
chr14	24657905	24658279
chr5	133968443	133968752
chr6	3157477	3158331
chr16	58231320	58232247
chr20	56284245	56285802
chr3	41240583	41241311
chr17	79603697	79604296
chr8	145158382	145159897
chr17	29233174	29233545
chr14	104313279	104314959
chr8	145634493	145635552
chr19	19302820	19303150
chr1	163291498	163292017
chr1	100435266	100435817
chr19	56091974	56092432
chr7	139477000	139478203
chr9	92219668	92220091
chr7	154861717	154862047
chr2	208890059	208890427
chr11	67980078	67981953
chr1	55181371	55181621
chr10	24497651	24497960
chr13	41345273	41345524
chr9	68726064	68726533
chr11	47270126	47270722
chr18	12657082	12658729
chr12	121124549	121125285
chr13	113862399	113864510
chr19	59030752	59031604
chr15	65903246	65903827
chr9	139838621	139839407
chr10	95462178	95462541
chr20	31989085	31989467
chr2	10442102	10444010
chr1	173837164	173838025
chr22	41842711	41844021
chr1	63988838	63989255
chr10	89623080	89624064
chr9	140148979	140150458
chr12	106751426	106751965
chr22	30475565	30476541
chr1	1623788	1624753
chr5	77655706	77656472
chr6	24666815	24667470
chr12	104350893	104351154
chr1	150039446	150039879
chr3	152879532	152880488
chr17	49230790	49231035
chr10	88853777	88855568
chr18	33552166	33552824
chr12	124086263	124087071
chr2	242041658	242042000
chr2	198380513	198381010
chr16	619515	620279
chr9	34457642	34458803
chr19	14316787	14318584
chr9	92218620	92219380
chr13	113242323	113242702
chr3	149687941	149689496
chr8	145560303	145560520
chr18	60986819	60988302
chr2	240321841	240323840
chr1	16970879	16971494
chr1	12289775	12290537
chr17	21903093	21903256
chr11	8008545	8008783
chr15	38544029	38545271
chr3	14988716	14990053
chr5	72743829	72745015
chrX	49056361	49056840
chr16	24740466	24741503
chr9	131549340	131549772
chr16	740337	740628
chr8	42396259	42397366
chr10	45496272	45496784
chr2	197664359	197664566
chr19	47104068	47104744
chr19	37957727	37958555
chr9	126692018	126692674
chr13	42534840	42535506
chr7	75543853	75544854
chr19	2739861	2740359
chr3	155571683	155572655
chr4	185654938	185655604
chr16	66785349	66785884
chr2	114341220	114341741
chr4	38664679	38666927
chr10	122610621	122611123
chr19	17857997	17858732
chr17	21904041	21904237
chr20	388273	389318
chr1	211432239	211433076
chr2	198364196	198365408
chr7	92465641	92466347
chr15	38746211	38746624
chr13	52768454	52768733
chr3	53381342	53381878
chr3	193310795	193311079
chr15	64454991	64455631
chr1	218458314	218458950
chr4	186064051	186064944
chr2	181844821	181846164
chrX	19140456	19140855
chrX	73163985	73164223
chr16	87416398	87418300
chr16	2770749	2771495
chr16	28833808	28835117
chr1	26324714	26324968
chr1	153538841	153539478
chr13	26796137	26796656
chr1	160370027	160370349
chr1	38455612	38455968
chr1	40723351	40724113
chr12	12877838	12879029
chr13	31191440	31192110
chr20	3995474	3996668
chr15	22891959	22893349
chr19	7293261	7294682
chr10	15412511	15413547
chr13	80914933	80915687
chr7	32529679	32530175
chr2	10183446	10184673
chr7	36192257	36193160
chr13	27745078	27746468
chr2	55646737	55647336
chr8	37707132	37707561
chr5	14871343	14872756
chr7	131240671	131241917
chr4	84377051	84377276
chr17	899748	900750
chr19	39902864	39904072
chr6	31587972	31589020
chr5	10563340	10564782
chr1	145096245	145096694
chr17	80477110	80477844
chr5	179233105	179235316
chr3	63849124	63850159
chr11	65430102	65431030
chr10	62703339	62704623
chr7	105517043	105517965
chr2	174828310	174829853
chr17	60555286	60556715
chr6	157098206	157099285
chr14	75078627	75079603
chr11	568281	569646
chr2	224821974	224822424
chr15	49912999	49913447
chr7	150101952	150103030
chr10	35378807	35379692
chr1	205091368	205091549
chr17	3749386	3749715
chr9	128508348	128510561
chr3	10362510	10362913
chr10	13628786	13629189
chr1	227505411	227507011
chr9	108006500	108007305
chr9	80645454	80647426
chr7	102212679	102213261
chr3	184429448	184430068
chr2	204399477	204400554
chr6	134495986	134496974
chr22	20104744	20105543
chr5	110847901	110848490
chr1	93811241	93812169
chr6	148663311	148664336
chr19	2095915	2096676
chr6	13711604	13712553
chr10	25241052	25242258
chr1	207226359	207227086
chr6	4775145	4777496
chr1	10490305	10490695
chr20	35201460	35202595
chr6	2245243	2246105
chr4	83294316	83295784
chr4	187644392	187645961
