chr17	27070878	27071096
chr20	30945708	30945969
chr1	226186999	226187750
chr5	154237696	154238264
chr19	4639120	4639437
chr19	11039347	11039530
chr1	32479054	32479265
chr14	45604973	45605165
chr1	109102084	109102728
chr4	109090084	109090287
chr8	134072297	134072978
chr19	11850216	11850539
chr5	115177614	115177791
chr6	112080200	112080429
chr2	178130550	178131023
chr4	114683780	114684025
chr19	55770603	55770802
chr22	41842866	41843155
chr20	37433413	37433998
chr14	96829594	96829786
chr17	78193296	78193552
chr3	196358989	196359928
chr16	29757190	29757528
chr12	108167511	108167875
chr19	16177533	16177749
chr5	176560484	176560839
chr1	713932	714166
chr9	117692802	117692998
chr19	10613460	10613709
chr4	10118406	10118735
chr4	57773851	57774088
chr6	122719767	122720060
chr1	160681508	160681992
chr11	88070810	88071229
chr16	28996120	28996505
chr17	3868520	3868701
chr4	170534357	170534780
chr6	42946943	42947261
chr19	1407055	1407647
chr1	224369919	224370459
chr9	132631386	132631663
chr1	109633245	109633426
chr19	47292042	47292304
chr8	17104865	17105352
chr10	12110566	12110750
chr12	7342064	7342448
chr16	88227318	88227530
chr19	18392275	18392617
chr10	26726576	26726811
chr1	244998056	244998918
chr12	109251483	109251720
chr9	98079617	98079853
chr17	64298392	64298736
chr17	63052806	63053240
chr22	24407469	24407853
chr7	99716794	99717043
chr1	207095142	207095321
chr5	126112260	126112582
chr18	19749624	19750160
chr11	47421625	47421903
chr4	139163521	139163756
chr4	57333427	57333859
chr1	178694164	178694393
chr16	126261	126506
chr9	95056054	95056297
chr1	231748454	231748694
chr1	9299765	9300117
chr9	35650854	35651161
chr20	31097295	31097991
chr4	48136134	48136651
chr1	246580863	246581152
chrX	153247204	153247451
chr3	133969568	133970023
chr16	30064223	30064420
chr10	98063988	98064236
chr3	113465289	113465492
chr12	8088717	8089157
chr3	9791553	9791846
chr3	39370910	39371109
chr6	146135884	146136097
chr19	46195456	46195735
chr1	150551993	150552359
chr15	40885410	40885706
chr6	32939784	32940049
chr17	61819257	61819525
chr10	129924586	129924832
chr1	169763896	169764271
chr16	74700798	74701312
chr9	32526271	32526573
chr8	1921815	1922125
chr21	42733679	42734322
chr11	45114843	45115130
chr2	170589343	170589534
chr9	98224818	98225432
chr9	140118364	140118788
chr1	155036655	155037054
chr19	38916802	38917101
chr12	9799704	9799938
chr1	100503472	100503649
chr6	106545697	106545909
chr17	65362800	65363246
chr7	45018586	45018995
chr19	5720236	5720500
chr4	1872129	1873129
chr1	171711222	171711503
chr17	36413252	36413507
chr10	14614026	14614226
chr1	110881799	110882054
chr3	143690181	143690997
chr17	16342198	16342443
chr9	33290101	33290428
chr12	95611036	95611383
chr11	925695	926056
chr2	214014980	214015315
chr11	46383014	46383240
chr20	5986521	5986698
chr19	39137873	39138306
chr13	24463501	24463678
chr17	42201000	42201186
chr19	36427067	36427316
chr9	6412670	6413277
chrX	123094160	123094337
chr16	29874501	29875011
chr17	58042124	58042340
chr1	151253746	151253947
chr6	139696660	139696839
chr11	46142860	46143375
chr1	160765774	160766069
chr2	88927756	88928217
chr1	49242609	49242818
chr17	16256697	16256979
chr19	16046094	16046313
chr4	154265769	154265970
chr1	93544550	93544871
chr1	45672148	45672483
chr12	12878157	12878852
chr2	187350169	187350660
chr4	83932072	83932264
chr15	57210679	57210944
chr6	143771843	143772089
chr15	50978897	50979231
chr20	1638498	1638686
chr16	86588942	86589192
chr14	45430670	45431096
chr9	140344866	140345445
chr16	70323426	70323605
chr17	48172481	48172677
chr15	41061765	41062110
chr22	43411398	43411586
chr8	9009953	9010150
chr21	40310499	40310826
chr16	81348284	81348491
chr5	134181531	134181708
chr3	111260857	111261106
chr1	202131011	202131732
chr15	31618605	31619101
chr5	138725549	138725915
chr14	25045427	25045770
chr6	42896817	42897087
chr19	41036222	41036706
chr21	15918491	15918915
chr3	11685422	11685652
chr6	17600433	17600629
chr2	160042267	160042599
chr22	37976125	37976365
chr12	65003376	65003897
chr7	69063136	69063387
chr4	174255285	174255671
chr8	145743163	145743360
chr1	147012815	147013046
chr7	2442849	2443038
chr19	51858011	51858586
chr16	4303634	4303983
chr2	9695836	9696014
chr6	43739612	43739825
chr1	245027749	245028083
chr9	33239824	33240348
chr15	67813415	67813651
chr8	98290277	98290633
chr11	73472056	73472344
chr8	33342385	33342672
chr1	21672224	21672452
chr12	110905907	110906522
chr11	63259113	63259554
chr1	246670646	246670850
chr3	53381598	53381775
chr11	66115234	66115695
chr6	53658945	53659421
chr2	211035978	211036215
chr1	173174656	173174863
chr22	39096930	39097121
chr10	72575329	72575824
chr2	136499115	136499403
chr10	13390400	13390618
chr2	8040051	8040293
chr6	122720534	122720734
chrX	19818057	19818234
chr4	153700763	153700941
chr10	17272502	17272692
chr19	7894881	7895063
chr20	2632965	2633224
chr10	101945625	101945853
chr3	23957475	23957823
chr2	143886186	143886608
chr6	2634651	2634907
chr7	100076869	100077155
chr1	24127232	24127508
chr5	43040445	43040677
chr1	211432415	211432671
chr19	13905948	13906166
chr17	47438686	47438975
chr6	116575208	116575556
chr17	37026016	37026376
chr22	39548381	39548815
chr11	88071522	88071761
chr20	13619633	13619830
chr18	9137411	9137621
chr20	5931167	5931350
chr21	43528474	43528663
chr4	99849987	99850413
chr5	75698077	75698676
chr15	93425125	93425544
chr19	2977309	2977486
chr1	94883525	94883908
chr22	39715604	39715827
chr2	200715805	200716237
chr1	47697964	47698151
chr10	112257484	112257695
chr19	572078	572663
chr5	36242260	36242461
chr1	16693307	16693775
chr6	150284892	150285121
chrX	47695374	47695777
chr17	1360358	1360535
chr3	179322797	179323266
chr4	54232167	54232682
chr10	18689285	18689705
chr11	113746312	113746508
chr7	28474805	28475192
chr2	111435696	111435889
chr4	40859189	40859412
chrX	70288165	70288406
chr19	13056462	13056845
chr13	20357065	20357359
chr1	212588362	212588584
chr17	56429382	56429787
chr20	32700259	32700660
chr2	172750553	172750990
chr6	136611420	136611795
chr19	45596206	45596415
chr6	158402648	158402839
chrX	133507056	133507261
chr12	109029302	109029752
chr19	51875963	51876421
chr18	32820991	32821175
chr6	138189221	138189478
chr20	1373759	1373964
chr1	234745945	234746235
chr13	21918934	21919226
chr3	183273303	183273656
chr3	49843762	49844037
chr12	113573910	113574101
chr1	63249498	63249981
chr9	15552654	15552992
chr21	35320972	35321295
chr11	18127529	18127761
chr14	75745057	75745257
chr2	65659740	65660119
chr16	87812541	87813100
chr1	93342994	93343187
chr7	26331335	26331696
chr14	24600022	24600538
chr6	109761849	109762037
chr1	12678288	12678567
chr13	30948586	30948969
chr21	26946060	26946474
chr4	1242049	1243118
chr2	61765422	61765775
chr8	66546599	66546776
chr13	53725878	53726061
chr6	30685323	30685512
chr3	32992921	32993249
chr20	17663328	17663671
