chr1	226187087	226187580
chr8	134072388	134072865
chr18	19749734	19749959
chr4	57333482	57333821
chr20	31097392	31097956
chr4	48136151	48136630
chr9	98225026	98225320
chr9	140118468	140118700
chr19	38916858	38917099
chr2	214014996	214015192
chr16	29874530	29874993
chr2	187350290	187350640
chr14	45430685	45430994
chr1	202131053	202131602
chr21	15918590	15918851
chr12	65003513	65003871
chr19	51858030	51858473
chr9	33239826	33240325
chr11	63259178	63259526
chr2	143886225	143886479
chr5	75698105	75698620
chr15	93425357	93425479
chr2	200715945	200716131
chr4	54232199	54232682
chr10	18689395	18689662
chr1	63249547	63249951
chr9	34376848	34377212
chr1	153189523	153189839
chr7	130562148	130562355
chr7	30633899	30634307
chr5	96270900	96271098
chr19	3154995	3155520
chr1	247267604	247267968
chr1	156390063	156390358
chr1	231114940	231115172
chr14	50863058	50863428
chr10	120938755	120939074
chr21	43823748	43824019
chr6	111888386	111888760
chr6	11112026	11112431
chr13	20161084	20161575
chr7	66057434	66057619
chr5	176943921	176944302
chr4	55953	56205
chrX	78622910	78623126
chr3	183723723	183724173
chr6	31582294	31582468
chr18	3593512	3593809
chr1	155050947	155051131
chr17	899675	899886
chr8	74660075	74660504
chr11	10879318	10879710
chr5	156607574	156608118
chr1	161014618	161015003
chr1	185286500	185286905
chr10	18940285	18940730
chr12	120104784	120104962
chr8	22500433	22500862
chr1	158534259	158534488
chr2	231989903	231990365
chr22	37545950	37546346
chr1	28974404	28974493
chr6	36921881	36922437
chr4	144622580	144622882
chr1	247242028	247242346
chr11	72145678	72145910
chr1	155715074	155715495
chr1	22352331	22352745
chr3	108476395	108476689
chr3	72897978	72898272
chr19	4153357	4153575
chr8	38243642	38243940
chr12	57504087	57504417
chr8	42623676	42624083
chr14	50319606	50319945
chr17	7761052	7761479
chr10	103113510	103113848
chr1	144932565	144932913
chr15	78857326	78857705
chr2	209130683	209130969
chr1	109234264	109234654
chr15	74495452	74495653
chr1	247711441	247711790
chr9	100700537	100700857
chr1	36851499	36852029
chr9	2021703	2022022
chr13	20676001	20676318
chr8	141646125	141646558
chr11	17297418	17297636
chr1	26644157	26644427
chr17	5185211	5185265
chr10	73610810	73611231
chr11	14542028	14542463
chr4	78783171	78783325
chr11	5255743	5256008
chr12	121163254	121163471
chr19	12834820	12835142
chr15	43802678	43803030
chr16	30393847	30394406
chr1	205912589	205912871
chr8	128972694	128973045
chr8	2586799	2586979
chr7	56174642	56175234
chr6	150039453	150039955
chr11	66024396	66025058
chr15	58306221	58306639
chr21	43482240	43482763
chr14	102606254	102606464
chr22	19513230	19513528
chr4	144434462	144434857
chr12	112124070	112124255
chr9	132082990	132083451
chr18	32869630	32870144
chr11	62359023	62359363
chr2	197124511	197124870
chr1	25559597	25559858
chr2	62132478	62132696
chr6	112080844	112081432
chr5	67583955	67584441
chr17	1992780	1993124
chr14	75229655	75229985
chr1	187061289	187061575
chr2	63816459	63816727
chr3	38537684	38538039
chr19	3572603	3572884
chr11	10477236	10477714
chr19	16295876	16296314
chr2	101868375	101868555
chr1	204485198	204485548
chr1	20511752	20512221
chr8	30013298	30013558
chr12	15114404	15114858
chr7	63774050	63774399
chr16	28962101	28962282
chr1	229478951	229479266
chr7	154861767	154862178
chr13	53383511	53383859
chr1	31971651	31971945
chr15	43622277	43622598
chr12	120766068	120766387
chr2	201754037	201754361
chr1	33115864	33116191
chr12	123717782	123718236
chr5	141704565	141704901
chr19	13048149	13048652
chr6	26104064	26104339
chr4	56212109	56212349
chr17	3819739	3820038
chr14	65511124	65511307
chr6	134861009	134861336
chr1	203733972	203734266
chr22	30663584	30664079
chr5	145582774	145583205
chr1	111062528	111062867
chr1	197116007	197116344
chr1	167523313	167523453
chr19	39341262	39341510
chr4	40192435	40192885
chrX	48379726	48380192
chr2	175499232	175499455
chr1	145437605	145437835
chr3	130568918	130569490
chr6	27841384	27841556
chr14	105952145	105952495
chr4	17811380	17811580
chr15	44969791	44970159
chr3	120401822	120402088
chr7	45066637	45067091
chr20	58712585	58712975
chr15	67546584	67546892
chr17	56413100	56413611
chr13	46756396	46756716
