chr6	56820319	56820490
chr5	96270693	96270866
chr22	37545933	37546340
chr7	12250653	12250876
chr13	92002950	92003108
chr3	160117262	160117437
chr1	24828795	24828954
chr20	45318086	45318278
chr17	1958248	1958407
chr4	124317896	124318055
chr5	217678	217968
chr1	36772293	36772459
chr6	134860992	134861334
chr6	100054204	100054389
chr6	137143348	137143745
chr9	108456034	108456193
chr9	114423383	114423542
chr11	64851502	64851716
chr2	143886284	143886600
chr1	155278403	155278674
chr7	45066607	45067061
chr22	41032657	41032920
chr19	20748578	20748893
chr11	9596135	9596304
chr2	178976927	178977132
chr6	127665118	127665310
chr6	52861055	52861235
chr1	245133619	245133800
chr7	77427889	77428166
chr11	118436681	118436930
chr14	21156104	21156346
chr3	10205488	10205647
chr3	9005500	9005700
chr4	74965062	74965334
chr1	209941732	209941993
chr9	74979975	74980134
chr2	26466852	26467076
chr4	120133497	120133687
chr16	18812611	18812943
chr1	161736002	161736198
chr9	128003936	128004095
chr2	231990032	231990324
chr16	28961974	28962294
chr4	99850097	99850379
chrX	47004101	47004273
chr19	53193628	53193848
chr21	15755338	15755583
chr3	14692832	14693248
chr15	64338793	64339083
chr4	57333341	57333839
chr5	139682842	139683140
chr16	4524672	4524913
chr1	145516160	145516319
chr14	21944985	21945170
chr12	122751425	122751584
chr1	118472353	118472531
chr19	56904405	56904745
chr11	102187938	102188158
chr21	43823773	43824165
chr5	134208743	134208890
chr7	91763945	91764128
chr9	37592565	37592723
chr6	112080965	112081360
chr12	56212097	56212313
chr1	63249463	63249878
chr6	88411795	88411977
chr6	96969447	96969631
chr11	17297348	17297638
chr6	27100061	27100630
chr16	56814572	56814880
chr13	51381218	51381377
chr3	194405935	194406096
chr19	7894718	7895045
chr5	72143770	72144117
chr5	94890143	94890290
chr6	11112081	11112397
chr4	78783032	78783454
chr3	29322146	29322383
chr19	18263351	18263513
chr10	89623114	89623273
chr22	19842302	19842528
chr11	118306877	118307172
chr11	95522547	95523009
chr1	33115854	33116299
chr19	44124140	44124400
chr16	50581520	50581698
chr13	53190680	53190922
chr11	27528383	27528580
chr16	3549982	3550141
chr14	90421274	90421529
chr17	76125236	76125438
chr3	140950068	140950385
chrX	150067842	150068094
chr2	678161	678320
chr1	157108672	157108891
chr10	58121432	58121778
chr6	13814917	13815099
chr11	18343516	18343782
chr8	42623773	42624131
chr7	66057311	66057730
chr1	229694724	229695024
chr17	76275237	76275384
chr9	101569553	101569770
chr11	63259187	63259443
chr20	37433620	37433914
chrX	9431039	9431214
chr2	190627390	190627570
chr2	225266663	225267066
chr5	141704638	141704852
chr15	76603699	76603967
chr14	53619863	53620022
chr2	214014979	214015163
chr11	66823690	66823913
chr1	234859511	234859768
chr5	132387559	132387778
chr11	62528348	62528606
chr3	158390362	158390534
chr18	3593589	3593985
chr18	11688864	11689187
chr21	35014566	35014959
chr1	2517300	2517510
chr10	45454242	45454446
chr1	211849093	211849415
chr22	36562852	36563064
chr15	93425281	93425510
chr1	160254853	160255000
chr4	90229392	90229565
chr19	21105827	21106041
chr1	161014539	161015027
chr9	92219565	92219877
chr8	130952523	130952736
chr1	111032877	111033085
chr19	4639032	4639281
chr8	11659947	11660120
chr14	35184745	35184922
chr1	185286510	185286945
chr20	13619591	13619939
chr7	155088810	155089106
chr14	89028962	89029277
chr6	157101627	157101806
chr14	35592345	35592520
chr16	28936730	28936903
chr18	33710198	33710345
chr15	90437769	90437928
chr17	72869332	72869566
chr11	66035320	66035562
chr1	120049637	120049799
chr6	146055699	146055881
chr10	70847350	70847646
chr2	203130245	203130536
chr4	40192346	40192866
chr6	53658997	53659205
chr13	20357076	20357407
chr15	98503364	98503632
chr6	31515409	31515603
chr2	171571240	171571555
chr2	201754002	201754393
chr1	171750277	171750588
chr2	71454632	71454821
chr19	9968665	9969009
chr6	26157911	26158134
chr9	131798521	131798823
chr11	118662603	118662762
chr8	9009374	9009538
chr14	45430694	45431004
chr9	36190546	36190726
chr12	123496054	123496225
chr11	3818119	3818334
chr18	19748319	19748516
chr5	54398350	54398559
chr19	39390430	39390681
chr3	69133005	69133269
chr6	158589605	158589782
chr1	45273425	45273602
chr12	105627951	105628164
chr14	60558223	60558499
chr8	141646265	141646568
chr6	43138980	43139153
chr1	11322807	11323069
chr3	107843611	107843974
chr15	34611155	34611409
chr3	52739612	52739771
chr12	2114125	2114443
chr9	115874178	115874329
chr8	26435257	26435451
chr10	18940323	18940699
chr1	95391800	95391963
chr12	123717810	123718190
chr17	180965	181163
chr7	154861811	154862224
chr9	124132688	124132911
chr3	25830843	25831052
chr12	72148585	72148790
chr1	202779660	202779968
chr2	70142018	70142177
chr3	140660640	140660799
chr2	69871665	69871852
chr16	30886760	30887043
chr12	40013682	40014032
chr1	160040252	160040404
chr15	67546574	67546897
chr17	5184951	5185098
chr11	102323944	102324248
chr5	66300252	66300507
chr9	98224885	98225266
chr12	54020295	54020562
chr1	67520146	67520305
chr9	132082998	132083442
chr19	37095579	37095749
chr10	91174324	91174509
chr5	85913571	85913755
chr1	36851545	36851987
chr19	9937742	9937989
chr11	47198693	47199077
chr22	41697426	41697657
chr1	155100030	155100221
chr6	136611487	136611646
chr1	20511853	20512179
chr6	34360447	34360830
chr1	70820234	70820483
chrX	19361512	19361876
chr1	92951868	92952050
chr5	89769858	89770424
chr11	9336421	9336627
chr21	43482290	43482809
chr16	5083921	5084192
chr1	117602230	117602398
chr20	54823021	54823247
chr14	46939966	46940156
chr16	4466849	4467016
chr8	126443485	126443644
chr5	156607684	156608000
chr17	48785326	48785485
chr15	29213367	29213625
chr10	14647200	14647592
chr1	46712451	46712680
chr22	43505761	43505931
chr2	17934412	17934574
chr19	46195435	46195761
chr5	42993685	42993908
chr3	23957549	23957768
chr17	37617492	37617725
chr2	42794222	42794511
chr17	77901043	77901202
chr16	2014141	2014309
chr12	120967300	120967543
chr2	114647578	114647837
chr14	24600044	24600449
chr3	157827544	157827878
chr12	56124349	56124559
chr7	79763134	79763443
chr1	155036781	155037012
chr10	104262495	104262678
chr6	79576797	79576979
chr10	114206983	114207326
chr12	68647658	68647862
chr6	10747293	10747452
chr16	19078604	19078988
chr3	141456767	141456954
chr6	146285559	146285842
chr2	101179113	101179461
chr3	130569076	130569298
chr12	104323232	104323557
chr12	80328876	80329035
chr6	15245227	15245386
chr14	89029378	89029594
chr16	8620734	8620921
chr4	54232299	54232572
chr8	22500395	22500806
chr19	19144452	19144611
chr15	69744538	69744710
