chr1	1773932	1774462	FOXP1_IP_R1_peak_1	39	.	4.90054	7.85059	3.94225	168
chr1	9123256	9123462	FOXP1_IP_R1_peak_2	61	.	5.9612	10.2513	6.13535	406
chr1	9633870	9634294	FOXP1_IP_R1_peak_4	474	.	17.3641	52.7965	47.4506	255
chr1	9712527	9712740	FOXP1_IP_R1_peak_5	73	.	6.18608	11.5036	7.30686	100
chr1	10011346	10011657	FOXP1_IP_R1_peak_7	169	.	8.89208	21.5377	16.913	165
chr1	11968241	11968455	FOXP1_IP_R1_peak_9	46	.	4.82852	8.67596	4.68813	75
chr1	14030125	14030332	FOXP1_IP_R1_peak_10	59	.	5.82528	10.0259	5.93111	82
chr1	14054642	14054898	FOXP1_IP_R1_peak_11	79	.	6.56922	12.1593	7.92445	142
chr1	14133816	14134081	FOXP1_IP_R1_peak_12	105	.	7.90824	14.8785	10.5032	118
chr1	16867222	16867495	FOXP1_IP_R1_peak_13	137	.	8.98341	18.283	13.7729	131
chr1	17193427	17193695	FOXP1_IP_R1_peak_14	84	.	5.87787	12.6839	8.42142	119
chr1	19789815	19790022	FOXP1_IP_R1_peak_15	56	.	5.59122	9.75625	5.67181	66
chr1	23915870	23916154	FOXP1_IP_R1_peak_16	84	.	6.6082	12.6897	8.42665	182
chr1	23974276	23974575	FOXP1_IP_R1_peak_17	22	.	3.09079	5.83711	2.20481	106
chr1	24239523	24239870	FOXP1_IP_R1_peak_18	92	.	6.11236	13.5895	9.27918	178
chr1	24512958	24513282	FOXP1_IP_R1_peak_19	133	.	6.57825	17.8356	13.3456	188
chr1	25154082	25154156	FOXP1_IP_R1_peak_20	36	.	4.71057	7.53305	3.66872	262
chr1	25758731	25758958	FOXP1_IP_R1_peak_21	79	.	6.56922	12.1593	7.92445	144
chr1	27816745	27817061	FOXP1_IP_R1_peak_22	67	.	5.40888	10.9285	6.7563	184
chr1	28216968	28217161	FOXP1_IP_R1_peak_23	92	.	6.81756	13.527	9.22454	111
chr1	28329730	28330080	FOXP1_IP_R1_peak_24	50	.	5.48278	9.0474	5.04313	169
chr1	28412082	28412286	FOXP1_IP_R1_peak_25	394	.	12.631	44.6899	39.4899	476
chr1	28499255	28499622	FOXP1_IP_R1_peak_26	249	.	11.6304	29.8286	24.95	183
chr1	28499782	28500219	FOXP1_IP_R1_peak_27	178	.	9.42807	22.5348	17.8807	186
chr1	28975180	28975333	FOXP1_IP_R1_peak_28	57	.	5.04203	9.82446	5.73806	188
chr1	29253383	29253780	FOXP1_IP_R1_peak_29	354	.	14.7646	40.5886	35.4684	219
chr1	32346703	32346976	FOXP1_IP_R1_peak_31	95	.	7.0474	13.9292	9.5978	132
chr1	32399932	32400248	FOXP1_IP_R1_peak_32	148	.	8.99753	19.439	14.891	139
chr1	32546682	32546933	FOXP1_IP_R1_peak_33	63	.	6.07088	10.4321	6.30872	148
chr1	33427904	33428204	FOXP1_IP_R1_peak_36	34	.	3.95191	7.28745	3.44714	196
chr1	33448028	33448276	FOXP1_IP_R1_peak_37	132	.	8.05235	17.7631	13.2757	92
chr1	34605754	34606017	FOXP1_IP_R1_peak_38	172	.	10.0586	21.8533	17.2155	143
chr1	35918239	35918580	FOXP1_IP_R1_peak_39	57	.	4.23124	9.79599	5.71052	292
chr1	40851546	40851891	FOXP1_IP_R1_peak_41	78	.	6.82065	12.1115	7.87767	206
chr1	41621066	41621295	FOXP1_IP_R1_peak_42	38	.	5.04113	7.72983	3.82621	187
chr1	41728783	41729033	FOXP1_IP_R1_peak_43	84	.	5.87787	12.6839	8.42142	136
chr1	45186939	45187611	FOXP1_IP_R1_peak_45	291	.	11.0849	34.14	29.1568	346
chr1	45196256	45196856	FOXP1_IP_R1_peak_46	57	.	4.23124	9.79599	5.71052	420
chr1	45873634	45873987	FOXP1_IP_R1_peak_48	332	.	10.5178	38.3027	33.2259	199
chr1	47728546	47728850	FOXP1_IP_R1_peak_50	118	.	7.83716	16.3197	11.8861	146
chr1	51939021	51939461	FOXP1_IP_R1_peak_51	84	.	5.87787	12.6839	8.42142	292
chr1	53017808	53018083	FOXP1_IP_R1_peak_52	147	.	8.932	19.3249	14.7855	173
chr1	54354316	54354548	FOXP1_IP_R1_peak_54	67	.	6.13081	10.9681	6.79275	140
chr1	54873293	54873655	FOXP1_IP_R1_peak_56	402	.	15.6023	45.4419	40.2265	180
chr1	61542751	61543193	FOXP1_IP_R1_peak_57	157	.	7.75383	20.3845	15.7987	181
chr1	61856698	61856850	FOXP1_IP_R1_peak_58	37	.	4.4709	7.66459	3.7845	136
chr1	64294094	64294306	FOXP1_IP_R1_peak_59	54	.	5.67382	9.50267	5.44448	69
chr1	65329762	65330013	FOXP1_IP_R1_peak_60	52	.	5.33588	9.31879	5.27434	185
chr1	66796549	66796816	FOXP1_IP_R1_peak_61	59	.	5.17439	10.0802	5.97773	153
chr1	67578312	67578651	FOXP1_IP_R1_peak_62	84	.	7.19146	12.7124	8.43839	167
chr1	68177595	68177802	FOXP1_IP_R1_peak_63	44	.	5.19911	8.3435	4.40582	82
chr1	75669470	75669869	FOXP1_IP_R1_peak_64	214	.	10.7138	26.18	21.4048	192
chr1	76890869	76891227	FOXP1_IP_R1_peak_65	504	.	17.1928	55.8107	50.4212	179
chr1	77613872	77614168	FOXP1_IP_R1_peak_66	139	.	8.46248	18.4988	13.9761	171
chr1	83445513	83445764	FOXP1_IP_R1_peak_67	88	.	6.60223	13.1454	8.85946	112
chr1	84631258	84631622	FOXP1_IP_R1_peak_68	112	.	8.08291	15.6887	11.2849	202
chr1	87221212	87221447	FOXP1_IP_R1_peak_70	316	.	13.465	36.7173	31.6762	247
chr1	87527515	87527833	FOXP1_IP_R1_peak_71	115	.	7.94198	15.9768	11.5661	155
chr1	87791734	87791941	FOXP1_IP_R1_peak_72	67	.	5.40888	10.9285	6.7563	149
chr1	87859435	87859733	FOXP1_IP_R1_peak_73	273	.	12.2414	32.3225	27.3831	187
chr1	88292335	88292571	FOXP1_IP_R1_peak_74	46	.	5.39952	8.67086	4.6838	56
chr1	88295842	88296232	FOXP1_IP_R1_peak_75	139	.	8.46248	18.4988	13.9761	171
chr1	90158231	90158590	FOXP1_IP_R1_peak_76	84	.	5.87787	12.6839	8.42142	189
chr1	91852782	91852986	FOXP1_IP_R1_peak_77	57	.	2.30156	9.85169	5.76439	160
chr1	94310016	94310232	FOXP1_IP_R1_peak_78	50	.	5.21422	9.10814	5.09433	44
chr1	101415119	101415357	FOXP1_IP_R1_peak_80	147	.	8.57505	19.2548	14.7159	141
chr1	107973284	107973639	FOXP1_IP_R1_peak_82	119	.	6.81585	16.4086	11.9679	164
chr1	109696108	109696339	FOXP1_IP_R1_peak_83	55	.	5.75791	9.64138	5.56534	101
chr1	111327520	111327738	FOXP1_IP_R1_peak_84	55	.	5.75791	9.64138	5.56534	88
chr1	111758629	111758921	FOXP1_IP_R1_peak_86	74	.	6.83308	11.6637	7.44999	172
chr1	112168965	112169176	FOXP1_IP_R1_peak_87	52	.	5.33588	9.31879	5.27434	41
chr1	121293255	121293633	FOXP1_IP_R1_peak_88	94	.	7.54985	13.7844	9.45774	203
chr1	142824499	142824752	FOXP1_IP_R1_peak_91	64	.	6.47469	10.6395	6.48102	118
chr1	145382817	145383358	FOXP1_IP_R1_peak_93	66	.	5.77444	10.7823	6.61927	431
chr1	148353775	148353982	FOXP1_IP_R1_peak_94	50	.	4.07491	9.09299	5.08722	140
chr1	149223653	149224091	FOXP1_IP_R1_peak_96	44	.	4.7054	8.44714	4.49051	181
chr1	149224803	149225064	FOXP1_IP_R1_peak_97	25	.	2.58461	6.22951	2.50916	81
chr1	149783784	149784071	FOXP1_IP_R1_peak_98	38	.	5.04113	7.72983	3.82621	82
chr1	149858357	149858533	FOXP1_IP_R1_peak_99	45	.	4.88485	8.5298	4.56485	134
chr1	149858995	149859199	FOXP1_IP_R1_peak_100	119	.	7.87074	16.3786	11.9432	142
chr1	150045026	150045282	FOXP1_IP_R1_peak_101	61	.	6.23437	10.26	6.14306	101
chr1	150535308	150535590	FOXP1_IP_R1_peak_102	84	.	6.11582	12.7076	8.43839	145
chr1	150968415	150968661	FOXP1_IP_R1_peak_104	50	.	4.07491	9.09299	5.08722	95
chr1	153826669	153827140	FOXP1_IP_R1_peak_105	274	.	10.5678	32.3801	27.4374	244
chr1	155214482	155214689	FOXP1_IP_R1_peak_107	44	.	5.01003	8.38966	4.45098	94
chr1	157694952	157695288	FOXP1_IP_R1_peak_108	157	.	9.4846	20.2786	15.7061	163
chr1	159037917	159038324	FOXP1_IP_R1_peak_110	347	.	15.209	39.8505	34.7454	183
chr1	160510075	160510297	FOXP1_IP_R1_peak_112	62	.	5.30978	10.3387	6.21746	114
chr1	160594297	160594783	FOXP1_IP_R1_peak_113	78	.	6.23721	12.0387	7.80664	161
chr1	160765633	160766059	FOXP1_IP_R1_peak_114	327	.	13.6476	37.7889	32.7241	276
