chr3	108476242	108476646
chr20	25667273	25667768
chr20	58712613	58713017
chr21	30517838	30518123
chr20	31097434	31097970
chr22	24128537	24128945
chr1	31971603	31971932
chr6	53658798	53659270
chr12	68845021	68845333
chr15	89878615	89879174
chr15	58306206	58306681
chr12	109029297	109029730
chr17	19209601	19210025
chr3	107844421	107844783
chr7	148981490	148981844
chr18	12750136	12750703
chr6	128222248	128222617
chr19	17416147	17416445
chr9	98224954	98225219
chr10	73533647	73534009
chr16	27437843	27438148
chr9	100700384	100700820
chr8	134072529	134072798
chr13	30948572	30948965
chr1	20142224	20142531
chr22	23922994	23923233
chr6	138189222	138189465
chr14	77495614	77495971
chr7	56174891	56175243
chr5	40679121	40679360
chr1	154300021	154300316
chr1	203734004	203734311
chr2	173291800	173292032
chr8	74660136	74660442
chr14	35761094	35761326
chr3	52259945	52260313
chr9	37650721	37650964
chr11	22851621	22851871
chr15	78914193	78914601
chr15	66797243	66797475
chr11	118763267	118763506
chr6	35696257	35696489
chr7	45067113	45067391
chr6	30525590	30525822
chr5	54398376	54398608
chr12	25204702	25205056
chr4	40197858	40198253
chr6	26235105	26235484
chr1	111214786	111215071
chr2	201560389	201560654
chr7	150065124	150065356
chr19	19779034	19779556
chr2	42794129	42794361
chr12	50016293	50016527
chr4	36257194	36257468
chr2	99280669	99280962
chr1	234859452	234859787
chr22	23922551	23922783
chr4	178230017	178230282
chr1	111174029	111174261
chr6	26158177	26158409
chr6	36921951	36922189
chr7	134331097	134331332
chr6	27841180	27841428
