chr9	127019565	127019823
chr5	172571347	172571631
chr2	27651287	27651617
chr1	38478322	38478549
chr15	52971458	52971558
chrX	49091900	49092018
chr16	74700614	74700819
chr9	101984460	101984753
chr16	3096250	3096421
chr5	102594099	102594592
chr20	4129440	4129582
chr11	31832990	31833113
chr3	25831475	25831575
chr10	104005237	104005448
chr17	48474766	48474994
chr12	110905902	110906254
chr16	70380747	70380935
chr8	74791242	74791380
chr19	18549087	18549187
chr6	42420323	42420423
chr1	21616894	21617014
chr7	77325443	77325569
chr17	8868830	8869350
chr15	74906990	74907478
chr8	125985446	125985602
chr20	37101442	37101611
chr3	18467210	18467310
chr4	2965523	2965662
chr2	64455424	64455784
chr12	110940012	110940169
chr21	38640211	38640489
chr12	1725760	1726003
chr11	67084655	67084759
chr16	89005850	89005958
chr4	6988834	6989001
chr2	70141649	70141767
chr19	34662876	34663578
chr19	19779589	19779776
chr7	40174519	40174619
chr16	69373086	69373751
chr5	175875317	175875510
chr18	43753426	43753567
chr11	8190391	8190676
chr1	16067963	16068065
chr11	17410658	17410911
chr12	4758213	4758361
chr16	4322931	4323164
chr11	117856639	117857272
chr12	49183397	49183553
chr9	5437803	5438086
chr4	105416029	105416234
chr2	148778967	148779095
chr12	42878103	42878194
chr9	135282146	135282272
chr5	180688005	180688200
chr21	38446143	38446571
chr1	1260195	1260349
chr7	20371639	20371745
chr14	55737983	55738266
chr10	91403782	91404032
chr5	125936509	125936807
chr4	185395625	185396033
chr17	19174091	19174813
chr3	44666742	44666917
chr17	6925616	6925955
chr10	47640774	47641010
chr11	64513341	64513503
chr1	10092550	10092920
chr4	10118672	10118877
chr4	17616182	17616308
chr1	36615983	36616209
chr3	3168226	3168532
chr6	32939283	32939481
chr17	41276557	41276662
chr3	38206346	38206468
chr11	65548151	65548432
chr5	149792061	149792746
chr17	66453764	66453877
chr17	80477052	80477458
chr17	43298780	43299289
chr21	44313096	44313218
chr19	50094470	50094634
chr12	9822178	9822433
chr2	74757524	74757739
chr7	116593667	116594028
chr5	158527133	158527736
chr22	30278971	30279146
chr17	81037437	81037551
chr12	4648020	4648158
chr7	45038908	45039030
chr22	50781767	50781905
chr19	3762604	3762908
chr19	13056459	13056827
chr12	56360609	56360712
chr3	127542219	127542385
chr9	136214469	136214586
chr17	72199767	72199967
chr2	211036850	211036991
chr10	119302006	119302106
chr3	196728625	196729013
chr7	20369746	20370746
chr1	45805541	45805691
chr8	67578849	67579031
chr4	1723699	1723954
chr11	102217512	102217697
chr11	67007394	67007661
chr15	78730212	78730371
chr1	151584362	151584573
chr4	177241087	177241234
chr5	176937279	176937493
chr21	47706058	47706273
chr9	136039170	136039308
chr3	156391752	156392208
chr19	17444705	17445003
chr6	97372223	97372327
chr14	50779119	50779220
chr15	45671234	45671346
chr17	76125205	76125421
chr6	74019800	74019998
chr1	44440166	44440298
chr17	63096738	63096957
chr1	47136574	47136674
chr19	33165716	33165943
chr5	137089875	137090137
chr1	155163291	155163697
chr11	94276195	94276286
chr11	568553	568849
chr12	57040119	57040219
