chr17	42147829	42148604	MAX_IP_R1_peak_34981	3895	.	104.489	399.033	389.542	230
chr8	37887581	37889464	MAX_IP_R1_peak_78599	3881	.	113.788	396.499	388.129	1037
chr7	4681198	4682084	MAX_IP_R1_peak_73481	3879	.	112.862	396.278	387.964	558
chr19	50392919	50393895	MAX_IP_R1_peak_43843	3790	.	110.593	386.627	379.05	521
chr9	132020732	132021121	MAX_IP_R1_peak_83455	3674	.	108.616	374.733	367.468	430
chr11	61334715	61335242	MAX_IP_R1_peak_15623	3637	.	99.9586	370.954	363.769	178
chr21	33764951	33766072	MAX_IP_R1_peak_53216	3501	.	96.9142	357.143	350.174	758
chr19	2151498	2152124	MAX_IP_R1_peak_39474	3501	.	96.9142	357.143	350.174	423
chr12	56862124	56862511	MAX_IP_R1_peak_20052	3436	.	93.0927	350.539	343.668	232
chr1	32816578	32817708	MAX_IP_R1_peak_2924	3436	.	93.0927	350.539	343.668	468
chr4	54231637	54232493	MAX_IP_R1_peak_62470	3425	.	81.1418	349.44	342.582	817
chr14	106267579	106267835	MAX_IP_R1_peak_25891	3415	.	101.519	348.383	341.529	160
chr12	132413306	132414111	MAX_IP_R1_peak_22369	3415	.	102.294	348.383	341.529	756
chr16	2390603	2391329	MAX_IP_R1_peak_29009	3411	.	94.8845	347.981	341.144	472
chr17	38255182	38256103	MAX_IP_R1_peak_34564	3375	.	85.4246	344.298	337.52	260
chr17	38256559	38257419	MAX_IP_R1_peak_34564	3375	.	85.4246	344.298	337.52	260
chr1	154531121	154531772	MAX_IP_R1_peak_6304	3375	.	85.4246	344.298	337.52	187
chr8	144025049	144025429	MAX_IP_R1_peak_80601	3345	.	100.57	341.247	334.544	150
chr7	154861664	154862048	MAX_IP_R1_peak_77395	3321	.	79.1628	338.821	332.171	204
chr19	10811938	10812425	MAX_IP_R1_peak_40530	3313	.	77.1573	337.99	331.345	197
chr3	160167144	160168222	MAX_IP_R1_peak_60166	3303	.	93.3733	336.959	330.325	615
chr11	60609296	60609983	MAX_IP_R1_peak_15553	3300	.	78.7669	336.703	330.069	297
chr17	17109492	17110329	MAX_IP_R1_peak_33478	3298	.	99.4206	336.502	329.879	1142
